customer_id,snapshot_date,recency_days,purchase_frequency,total_orders,total_sales_value,average_order_value,recent_30_day_orders,recent_30_day_sales,recent_90_day_orders,recent_90_day_sales,historical_customer_age_days,average_days_between_orders,last_purchase_amount,sales_growth_rate,order_frequency_trend,churn_target
22c9e11f-8a46-446c-a948-06b756976159,2024-11-28,33,0.0605,1,767.32,767.32,0.0,0.0,1.0,767.32,496,0.0,767.32,-1.0,-1.0,1
2576b737-f022-4e9c-8640-a88226cea0ff,2024-11-28,3,0.0829,1,3492.44,3492.44,1.0,3492.44,1.0,3492.44,362,0.0,3492.44,0.0,0.0,0
27415395-c694-42d4-a2b5-04dfddb578f5,2024-11-28,44,0.0363,1,399.26,399.26,0.0,0.0,1.0,399.26,827,0.0,399.26,-1.0,-1.0,1
28e3eb2f-4e60-491c-8ecf-9260a4a4ced4,2024-11-28,7,0.0404,1,10466.55,10466.55,1.0,10466.55,1.0,10466.55,742,0.0,10466.55,0.0,0.0,0
2c3ca1b8-7c76-4a4c-80bf-5314fb7f22ae,2024-11-28,1,0.1082,3,12303.89,4101.296667,1.0,5760.72,3.0,12303.89,832,27.5,5760.72,-0.119583,-0.5,0
2fdb2470-7bb8-4ff4-90ef-b13139714701,2024-11-28,19,0.0958,1,1480.1,1480.1,1.0,1480.1,1.0,1480.1,313,0.0,1480.1,0.0,0.0,0
3137607b-7cb7-42f6-bf45-44b8618d38d2,2024-11-28,20,0.1364,1,5045.57,5045.57,1.0,5045.57,1.0,5045.57,220,0.0,5045.57,0.0,0.0,1
32ab5f7d-2c86-49a3-b8c6-009538e6624d,2024-11-28,52,0.0713,1,942.78,942.78,0.0,0.0,1.0,942.78,421,0.0,942.78,-1.0,-1.0,1
334ea671-bdee-4328-983b-35a799b372d6,2024-11-28,7,0.0365,1,1614.36,1614.36,1.0,1614.36,1.0,1614.36,823,0.0,1614.36,0.0,0.0,0
33879d3b-ca28-410e-9d37-7a429d1c33aa,2024-11-28,87,0.0541,1,3076.97,3076.97,0.0,0.0,1.0,3076.97,555,0.0,3076.97,0.0,0.0,1
34f539cb-584e-4259-ac9f-44e6d5484ebf,2024-11-28,40,0.0904,1,6447.22,6447.22,0.0,0.0,1.0,6447.22,332,0.0,6447.22,-1.0,-1.0,0
36526e5e-f875-4c3e-a8d6-c50ede833ade,2024-11-28,0,0.0993,1,2454.21,2454.21,1.0,2454.21,1.0,2454.21,302,0.0,2454.21,0.0,0.0,0
3907704e-d22a-40f9-9591-9c06dfc1b6d2,2024-11-28,48,0.0482,1,8058.7,8058.7,0.0,0.0,1.0,8058.7,623,0.0,8058.7,-1.0,-1.0,0
3a8f7a32-89b6-42d8-b99a-bc1041025065,2024-11-28,44,0.0416,1,1076.88,1076.88,0.0,0.0,1.0,1076.88,721,0.0,1076.88,-1.0,-1.0,1
3cc7350b-72e0-4990-a2f4-79f0e19bfe72,2024-11-28,25,0.0738,2,7634.45,3817.225,1.0,1011.68,2.0,7634.45,813,26.0,1011.68,-0.847242,0.0,1
3de6f533-5503-4109-875b-33f40109353f,2024-11-28,33,0.0482,1,1735.95,1735.95,0.0,0.0,1.0,1735.95,623,0.0,1735.95,-1.0,-1.0,0
3e80243e-ed4d-46b5-a4ec-9aa1107c32da,2024-11-28,18,0.1575,2,6507.69,3253.845,2.0,6507.69,2.0,6507.69,381,0.0,2224.74,0.0,0.0,0
3e8f3d31-4fdc-4858-8d58-87b8c70d1e61,2024-11-28,8,0.0906,1,621.43,621.43,1.0,621.43,1.0,621.43,331,0.0,621.43,0.0,0.0,1
403ba4f6-3b05-4fb0-9c95-6068878e01b1,2024-11-28,57,0.0524,1,7722.38,7722.38,0.0,0.0,1.0,7722.38,572,0.0,7722.38,-1.0,-1.0,0
40abd3f4-34c6-407b-8dfe-8ff445cce235,2024-11-28,75,0.0393,1,271.7,271.7,0.0,0.0,1.0,271.7,763,0.0,271.7,0.0,0.0,1
41906a86-bd78-43ee-a9ab-5f93230c56a1,2024-11-28,83,0.0416,1,434.28,434.28,0.0,0.0,1.0,434.28,722,0.0,434.28,0.0,0.0,0
420464c7-e05c-4002-9ab4-902acb471c60,2024-11-28,33,0.169,2,2453.58,1226.79,0.0,0.0,2.0,2453.58,355,17.0,797.54,-1.0,-1.0,0
43b1d0a0-404f-48c8-96ee-46291e3ceaa3,2024-11-28,15,0.1288,2,3271.9,1635.95,2.0,3271.9,2.0,3271.9,466,14.0,1758.83,0.0,0.0,0
44e3f736-1e1f-478d-876f-f18c9b474ec7,2024-11-28,39,0.036,1,6664.18,6664.18,0.0,0.0,1.0,6664.18,833,0.0,6664.18,-1.0,-1.0,0
454e54ed-b5e4-4096-9693-090f3ddaa42e,2024-11-28,9,0.1181,1,10596.43,10596.43,1.0,10596.43,1.0,10596.43,254,0.0,10596.43,0.0,0.0,1
456196a3-f5fd-4769-85c9-fe12f73de5b9,2024-11-28,4,0.0831,1,3716.48,3716.48,1.0,3716.48,1.0,3716.48,361,0.0,3716.48,0.0,0.0,0
45b35575-e766-4b46-861c-910c86237813,2024-11-28,9,0.053,1,7129.12,7129.12,1.0,7129.12,1.0,7129.12,566,0.0,7129.12,0.0,0.0,0
48871682-8627-402c-b359-46e536c8c5f8,2024-11-28,0,0.1515,2,4079.42,2039.71,2.0,4079.42,2.0,4079.42,396,8.0,4007.22,0.0,0.0,0
49d4f65c-a7f6-423f-97b2-75571396471e,2024-11-28,25,0.102,1,7694.83,7694.83,1.0,7694.83,1.0,7694.83,294,0.0,7694.83,0.0,0.0,0
4db8450b-3473-4e34-abb8-61b270b04333,2024-11-28,12,0.0607,1,1340.9,1340.9,1.0,1340.9,1.0,1340.9,494,0.0,1340.9,0.0,0.0,1
4ee7f9a8-1985-4e04-82b5-332cbc70c187,2024-11-28,0,0.0694,1,5712.39,5712.39,1.0,5712.39,1.0,5712.39,432,0.0,5712.39,0.0,0.0,0
51833259-a233-414c-85fb-6ed59e50dfed,2024-11-28,49,0.1899,2,11428.16,5714.08,0.0,0.0,2.0,11428.16,316,28.0,6480.98,-1.0,-1.0,0
54739a70-fe3b-45f0-b6da-5eb96fddebc6,2024-11-28,0,0.1583,2,8618.94,4309.47,2.0,8618.94,2.0,8618.94,379,19.0,1929.02,0.0,0.0,0
556c3740-52fd-4022-8755-b92b9fa5342d,2024-11-28,72,0.0372,1,487.43,487.43,0.0,0.0,1.0,487.43,806,0.0,487.43,0.0,0.0,0
5772f550-5886-44ab-b618-cc525d22c053,2024-11-28,2,0.4592,3,5503.94,1834.646667,1.0,1535.4,3.0,5503.94,196,28.5,1535.4,-0.613107,-0.5,0
585a8991-c44f-4e18-b8e0-6283bf6f9aff,2024-11-28,31,0.0726,2,7983.03,3991.515,0.0,0.0,2.0,7983.03,826,24.0,2454.21,-1.0,-1.0,0
5a60bb30-d49d-430c-b819-619528fa0373,2024-11-28,20,0.0962,1,3067.75,3067.75,1.0,3067.75,1.0,3067.75,312,0.0,3067.75,0.0,0.0,0
5b8f23c7-fa9a-4a08-9a59-251fb715af18,2024-11-28,13,0.039,1,6419.44,6419.44,1.0,6419.44,1.0,6419.44,769,0.0,6419.44,0.0,0.0,1
5d5fa6d8-0ad7-4ade-be35-1c481b16b275,2024-11-28,21,0.0699,1,186.8,186.8,1.0,186.8,1.0,186.8,429,0.0,186.8,0.0,0.0,0
614d73fd-8846-4895-a773-7898e1678216,2024-11-28,21,0.0607,1,2522.78,2522.78,1.0,2522.78,1.0,2522.78,494,0.0,2522.78,0.0,0.0,0
62795829-338f-4ef4-a58a-8b4df43e37ed,2024-11-28,66,0.0704,1,349.18,349.18,0.0,0.0,1.0,349.18,426,0.0,349.18,0.0,0.0,1
66581e52-4a91-4e5a-9db9-6ea7faad6977,2024-11-28,40,0.0847,1,3213.26,3213.26,0.0,0.0,1.0,3213.26,354,0.0,3213.26,-1.0,-1.0,0
66aa9f2d-de6b-4def-8269-b6d0177dbf9a,2024-11-28,16,0.1129,3,20483.88,6827.96,1.0,11194.4,3.0,20483.88,797,18.5,11194.4,0.205062,-0.5,0
6774c3a7-d951-43fa-9c75-eaca2ced5391,2024-11-28,63,0.0485,1,691.05,691.05,0.0,0.0,1.0,691.05,618,0.0,691.05,0.0,0.0,1
67fc2766-666c-4de5-9a16-9a35603b9a46,2024-11-28,7,0.1463,1,3681.3,3681.3,1.0,3681.3,1.0,3681.3,205,0.0,3681.3,0.0,0.0,1
69223a3a-0e99-457c-b139-53a914126da0,2024-11-28,24,0.0392,1,7771.19,7771.19,1.0,7771.19,1.0,7771.19,765,0.0,7771.19,0.0,0.0,1
6b35501e-08f6-41b4-8699-30281befd8ec,2024-11-28,18,0.2128,2,15905.48,7952.74,1.0,10070.26,2.0,15905.48,282,57.0,10070.26,0.0,0.0,0
6bb31b8a-5c85-4549-9106-7183256248ff,2024-11-28,4,0.0594,1,6706.53,6706.53,1.0,6706.53,1.0,6706.53,505,0.0,6706.53,0.0,0.0,0
6dd97a45-7233-4f75-bf2b-a02f9e2403f5,2024-11-28,53,0.121,1,1172.56,1172.56,0.0,0.0,1.0,1172.56,248,0.0,1172.56,-1.0,-1.0,1
6f363f3d-a553-4343-928a-865ef7efa488,2024-11-28,25,0.0739,1,3890.36,3890.36,1.0,3890.36,1.0,3890.36,406,0.0,3890.36,0.0,0.0,1
6fb7d847-f44b-41dc-a325-7b26c61cbc96,2024-11-28,26,0.0387,1,9537.62,9537.62,1.0,9537.62,1.0,9537.62,776,0.0,9537.62,0.0,0.0,0
7010920b-f9d5-4e97-9d6a-a57cfe832fad,2024-11-28,3,0.0655,1,578.51,578.51,1.0,578.51,1.0,578.51,458,0.0,578.51,0.0,0.0,0
744605d3-9330-457d-9c53-8b4b59950976,2024-11-28,34,0.129,2,4800.21,2400.105,0.0,0.0,2.0,4800.21,465,2.0,3428.72,-1.0,-1.0,0
78106c04-2615-4323-b215-3172fb34fc72,2024-11-28,27,0.0595,1,2570.61,2570.61,1.0,2570.61,1.0,2570.61,504,0.0,2570.61,0.0,0.0,0
7d31f2fa-4d24-4819-aa43-8ca6f961480f,2024-11-28,44,0.106,1,3834.51,3834.51,0.0,0.0,1.0,3834.51,283,0.0,3834.51,-1.0,-1.0,1
7dc50afb-0eaa-4b38-8b2f-04eb2c57446e,2024-11-28,51,0.2166,2,3989.74,1994.87,0.0,0.0,2.0,3989.74,277,5.0,2123.91,-1.0,-1.0,1
7e1ea714-6fe4-494e-9554-750dbe019c23,2024-11-28,4,0.036,1,5961.02,5961.02,1.0,5961.02,1.0,5961.02,834,0.0,5961.02,0.0,0.0,1
81038b9d-eef0-443c-9635-a2e4c4df490f,2024-11-28,12,0.1339,2,7606.59,3803.295,1.0,3748.55,2.0,7606.59,448,38.0,3748.55,-0.02838,0.0,1
82241b4b-7959-4079-9369-bbfcffcbc453,2024-11-28,21,0.0562,1,3471.91,3471.91,1.0,3471.91,1.0,3471.91,534,0.0,3471.91,0.0,0.0,0
83fe13f3-1026-46b2-9abd-d7277ea2f653,2024-11-28,7,0.0471,1,1538.96,1538.96,1.0,1538.96,1.0,1538.96,637,0.0,1538.96,0.0,0.0,0
86208847-cfb3-449d-a634-075a2b7c33cc,2024-11-28,88,0.121,1,2263.21,2263.21,0.0,0.0,1.0,2263.21,248,0.0,2263.21,0.0,0.0,0
86ab916f-9734-41f0-b5c0-9bbc082b3251,2024-11-28,10,0.1567,2,7601.56,3800.78,1.0,5503.87,2.0,7601.56,383,63.0,5503.87,0.0,0.0,0
8aa74529-c59e-4daf-9b98-321ebfce7306,2024-11-28,28,0.2532,2,4493.55,2246.775,1.0,641.89,2.0,4493.55,237,11.0,641.89,-0.833347,0.0,0
8b278dae-e043-44f3-a5f0-8466df24d3a2,2024-11-28,31,0.0427,1,1457.87,1457.87,0.0,0.0,1.0,1457.87,702,0.0,1457.87,-1.0,-1.0,0
8bd2e91f-b7be-4b2c-95e8-9b9f6936c3fe,2024-11-28,6,0.0372,1,2242.2,2242.2,1.0,2242.2,1.0,2242.2,806,0.0,2242.2,0.0,0.0,0
8bf0cc1f-c9f7-4393-806f-86bce9acf23a,2024-11-28,18,0.039,1,1085.19,1085.19,1.0,1085.19,1.0,1085.19,769,0.0,1085.19,0.0,0.0,1
910bd8ae-df74-4feb-9e1a-4e8966115c12,2024-11-28,15,0.0539,1,566.95,566.95,1.0,566.95,1.0,566.95,557,0.0,566.95,0.0,0.0,1
911f8116-248a-4e3d-afb4-62a632746852,2024-11-28,28,0.0595,1,3851.66,3851.66,1.0,3851.66,1.0,3851.66,504,0.0,3851.66,0.0,0.0,0
91f0a872-33ad-4dbe-9801-ac03b375f584,2024-11-28,34,0.0929,1,5670.28,5670.28,0.0,0.0,1.0,5670.28,323,0.0,5670.28,-1.0,-1.0,0
97a7e174-c5da-4d97-b94b-09d5f4788809,2024-11-28,26,0.0409,1,12572.43,12572.43,1.0,12572.43,1.0,12572.43,733,0.0,12572.43,0.0,0.0,0
97c341f3-26c0-47ee-949b-ec2349709b82,2024-11-28,5,0.1576,3,10572.6,3524.2,2.0,10170.68,3.0,10572.6,571,33.0,5035.13,0.0,0.0,0
9b131352-2e3f-4966-865e-a01b50bde6e5,2024-11-28,62,0.0397,1,3337.3,3337.3,0.0,0.0,1.0,3337.3,756,0.0,3337.3,0.0,0.0,0
9de44d71-02d0-4684-a314-54f9abd3f2cd,2024-11-28,37,0.0578,1,4083.11,4083.11,0.0,0.0,1.0,4083.11,519,0.0,4083.11,-1.0,-1.0,0
a62bcc77-cf9c-44a3-920f-2e2e57c723dc,2024-11-28,14,0.2715,2,13868.11,6934.055,1.0,5853.68,2.0,13868.11,221,23.0,5853.68,-0.269607,0.0,0
a69011f4-c3f9-4f91-92f2-3df9072b53e7,2024-11-28,44,0.1255,1,1011.68,1011.68,0.0,0.0,1.0,1011.68,239,0.0,1011.68,-1.0,-1.0,1
a7dd5f9a-9fa6-4592-b920-cc610a4ca21b,2024-11-28,38,0.0467,1,9631.78,9631.78,0.0,0.0,1.0,9631.78,642,0.0,9631.78,-1.0,-1.0,0
a9a14d19-86ba-40be-883c-0be4db2e7555,2024-11-28,55,0.1115,1,972.59,972.59,0.0,0.0,1.0,972.59,269,0.0,972.59,-1.0,-1.0,0
aa210298-0ad5-4fe1-9a49-04d9c35709c6,2024-11-28,37,0.0397,1,6214.66,6214.66,0.0,0.0,1.0,6214.66,756,0.0,6214.66,-1.0,-1.0,0
b2f4f0f6-9d52-4439-b5fe-14ebe8887e7a,2024-11-28,52,0.052,1,9233.79,9233.79,0.0,0.0,1.0,9233.79,577,0.0,9233.79,-1.0,-1.0,1
b35ff2cc-b3d7-4eee-bbe6-72dd663e82bf,2024-11-28,67,0.1167,1,5143.57,5143.57,0.0,0.0,1.0,5143.57,257,0.0,5143.57,0.0,0.0,1
b4a140af-8af0-4074-8c4e-f1e587fff314,2024-11-28,11,0.167,3,14711.51,4903.836667,2.0,4479.23,3.0,14711.51,539,14.5,2551.27,-0.562245,1.0,0
b4dd90f1-04a6-4d42-ac0a-2702bbc8d0db,2024-11-28,64,0.0519,1,3698.86,3698.86,0.0,0.0,1.0,3698.86,578,0.0,3698.86,0.0,0.0,0
b5597188-1096-40f6-bb3c-7eae56f49e62,2024-11-28,46,0.055,1,169.42,169.42,0.0,0.0,1.0,169.42,545,0.0,169.42,-1.0,-1.0,0
b7d62bbb-f2b2-4bee-ac69-0e320b4b310f,2024-11-28,56,0.0503,1,4412.79,4412.79,0.0,0.0,1.0,4412.79,596,0.0,4412.79,-1.0,-1.0,0
bab05b4b-0196-4bb2-a10a-34baf0750132,2024-11-28,6,0.0465,1,809.34,809.34,1.0,809.34,1.0,809.34,645,0.0,809.34,0.0,0.0,0
bc2eaeff-d2cb-413b-8716-a7fa6d9507c2,2024-11-28,72,0.0686,1,191.74,191.74,0.0,0.0,1.0,191.74,437,0.0,191.74,0.0,0.0,0
bc69f988-30c6-4bf2-b27f-beafca1b2282,2024-11-28,25,0.1215,3,7576.52,2525.506667,1.0,6293.91,3.0,7576.52,741,24.0,6293.91,13.53022,0.0,0
bd918df4-d5fc-4b8a-9889-b0f92e0c438b,2024-11-28,0,0.0459,1,94.49,94.49,1.0,94.49,1.0,94.49,653,0.0,94.49,0.0,0.0,0
c07f630a-a6d1-41a2-9f27-8f85f52260c4,2024-11-28,1,0.0901,2,6633.93,3316.965,1.0,2845.12,2.0,6633.93,666,38.0,2845.12,-0.249073,0.0,0
c3bc5bb3-aee9-4150-b36a-c89a22162e7d,2024-11-28,23,0.0857,1,1110.7,1110.7,1.0,1110.7,1.0,1110.7,350,0.0,1110.7,0.0,0.0,0
c47da78e-a80f-46b0-b907-4867b0ac75da,2024-11-28,8,0.0546,1,560.4,560.4,1.0,560.4,1.0,560.4,549,0.0,560.4,0.0,0.0,1
c7e971e5-62a6-49c9-a239-e17ea1f253a5,2024-11-28,18,0.0392,1,1210.78,1210.78,1.0,1210.78,1.0,1210.78,765,0.0,1210.78,0.0,0.0,1
cb169247-90fc-4859-9c5d-36f94515f6a5,2024-11-28,31,0.0539,1,6586.85,6586.85,0.0,0.0,1.0,6586.85,557,0.0,6586.85,-1.0,-1.0,1
cbf3e2e4-9c43-4976-afaa-bc231bff129c,2024-11-28,20,0.0398,1,86.28,86.28,1.0,86.28,1.0,86.28,753,0.0,86.28,0.0,0.0,0
cc681bd0-1bf2-4364-a2fe-b18907da68dd,2024-11-28,15,0.0451,1,215.38,215.38,1.0,215.38,1.0,215.38,665,0.0,215.38,0.0,0.0,1
cf567dce-5613-483a-b10d-b4947a588d18,2024-11-28,29,0.0453,1,283.47,283.47,1.0,283.47,1.0,283.47,662,0.0,283.47,0.0,0.0,0
d3ceae53-5516-4152-a247-d101c45a4912,2024-11-28,20,0.1056,2,6870.94,3435.47,1.0,3517.67,2.0,6870.94,568,23.0,3517.67,0.049027,0.0,0
d6e6f2c0-9d75-46fe-a6d0-19f4998b8aa0,2024-11-28,60,0.0865,1,1428.9,1428.9,0.0,0.0,1.0,1428.9,347,0.0,1428.9,0.0,0.0,1
d768ded2-0e1f-4338-a373-8cb12093b6b9,2024-11-28,27,0.0372,1,2101.79,2101.79,1.0,2101.79,1.0,2101.79,807,0.0,2101.79,0.0,0.0,0
da7dbacc-46a8-44dc-b4c5-5e21bf437da6,2024-11-28,25,0.0758,2,8265.0,4132.5,2.0,8265.0,2.0,8265.0,792,3.0,6770.62,0.0,0.0,0
db49dbe2-b046-4b0c-8d11-6e496b852270,2024-11-28,33,0.1285,2,9301.63,4650.815,0.0,0.0,2.0,9301.63,467,44.0,8825.59,-1.0,-1.0,0
dc32c9bc-f5b1-425c-b068-0f753d9baf2f,2024-11-28,29,0.0474,1,1026.63,1026.63,1.0,1026.63,1.0,1026.63,633,0.0,1026.63,0.0,0.0,1
debb1669-0087-4b21-a027-8766438b09f1,2024-11-28,45,0.0586,1,4062.37,4062.37,0.0,0.0,1.0,4062.37,512,0.0,4062.37,-1.0,-1.0,0
e05c9e8f-2852-4c9d-9c2a-756d89ba64a0,2024-11-28,88,0.0426,1,1940.69,1940.69,0.0,0.0,1.0,1940.69,704,0.0,1940.69,0.0,0.0,0
e223a14f-9752-4dfc-b998-04cfae44ca10,2024-11-28,17,0.0439,1,1581.68,1581.68,1.0,1581.68,1.0,1581.68,683,0.0,1581.68,0.0,0.0,0
e400fe49-64f8-4e45-8877-6c5fd0a7747d,2024-11-28,0,0.0733,2,8731.71,4365.855,1.0,6111.77,2.0,8731.71,819,34.0,6111.77,1.33279,0.0,1
e408e6a2-589e-4b0f-a98f-6a5e0f9e9e53,2024-11-28,16,0.0437,1,3885.6,3885.6,1.0,3885.6,1.0,3885.6,686,0.0,3885.6,0.0,0.0,0
e4636af2-ab68-4a83-a019-d77df1fa2bb5,2024-11-28,16,0.0659,1,377.96,377.96,1.0,377.96,1.0,377.96,455,0.0,377.96,0.0,0.0,1
e51c365e-179f-4c2e-92f5-bc4c2fc6282a,2024-11-28,7,0.0361,1,4762.12,4762.12,1.0,4762.12,1.0,4762.12,831,0.0,4762.12,0.0,0.0,0
e61ddcc6-8917-49aa-b93d-ba7a21702a71,2024-11-28,3,0.1245,1,5853.68,5853.68,1.0,5853.68,1.0,5853.68,241,0.0,5853.68,0.0,0.0,0
e74c4bf9-90b2-4723-8b21-9af623c5b124,2024-11-28,11,0.1172,1,2669.47,2669.47,1.0,2669.47,1.0,2669.47,256,0.0,2669.47,0.0,0.0,0
eb632b3d-7715-4810-ac99-01c19831c220,2024-11-28,26,0.1698,3,8653.81,2884.603333,1.0,2221.39,3.0,8653.81,530,24.5,2221.39,-0.589885,0.0,1
ec0b1685-64bd-41e0-8aa1-e25e3abe480b,2024-11-28,10,0.048,1,3069.29,3069.29,1.0,3069.29,1.0,3069.29,625,0.0,3069.29,0.0,0.0,1
ec6b856d-40f2-41ed-a20b-7af257224723,2024-11-28,17,0.0374,1,7694.83,7694.83,1.0,7694.83,1.0,7694.83,802,0.0,7694.83,0.0,0.0,1
edf4822d-49a2-4ae7-95c1-975b85069210,2024-11-28,63,0.0946,1,3737.45,3737.45,0.0,0.0,1.0,3737.45,317,0.0,3737.45,0.0,0.0,0
f201cdf9-cb7c-4b4b-8da0-68bccc439429,2024-11-28,11,0.241,2,3909.58,1954.79,1.0,2742.98,2.0,3909.58,249,27.0,2742.98,1.35126,0.0,0
f223cb41-eede-43d3-bafb-311ac6aab7d7,2024-11-28,66,0.0522,1,2833.43,2833.43,0.0,0.0,1.0,2833.43,575,0.0,2833.43,0.0,0.0,1
f3d3da1e-a146-45f1-bea7-4e9b3d5e991e,2024-11-28,53,0.0783,1,2170.36,2170.36,0.0,0.0,1.0,2170.36,383,0.0,2170.36,-1.0,-1.0,1
f5f339bf-3ab5-4a2e-916f-2db044568f67,2024-11-28,61,0.0519,1,842.29,842.29,0.0,0.0,1.0,842.29,578,0.0,842.29,0.0,0.0,0
f6176f19-c718-4746-9808-d110ecf53a50,2024-11-28,7,0.1974,2,1145.05,572.525,2.0,1145.05,2.0,1145.05,304,13.0,830.78,0.0,0.0,0
f819f234-f7a8-41f3-8b26-732ac35c4d0b,2024-11-28,34,0.1049,1,310.72,310.72,0.0,0.0,1.0,310.72,286,0.0,310.72,-1.0,-1.0,1
f8435633-4f8d-462d-872a-e6a541d39872,2024-11-28,3,0.0367,1,5760.72,5760.72,1.0,5760.72,1.0,5760.72,817,0.0,5760.72,0.0,0.0,0
f8a3ae68-a437-491d-b88b-abad9164379f,2024-11-28,20,0.1887,2,3159.07,1579.535,1.0,1923.1,2.0,3159.07,318,52.0,1923.1,0.0,0.0,0
feb9f5f4-bed9-4b39-bb94-062fa9706005,2024-11-28,36,0.1279,2,11844.14,5922.07,0.0,0.0,2.0,11844.14,469,25.0,9010.71,-1.0,-1.0,0
ff29a3b3-fb27-44ad-8dcc-9551fb3c7420,2024-11-28,27,0.198,2,6133.42,3066.71,1.0,4993.45,2.0,6133.42,303,55.0,4993.45,0.0,0.0,0
00acfd4d-b8a4-441a-b965-3c900cea01a1,2024-12-28,11,0.1648,3,13692.96,4564.32,3.0,13692.96,3.0,13692.96,546,7.0,3855.92,0.0,0.0,0
027e2c71-76f6-44d8-b214-51097fc3e605,2024-12-28,31,0.2542,2,3021.96,1510.98,0.0,0.0,2.0,3021.96,236,28.0,1286.01,-1.0,-1.0,0
05f197bf-0bdd-44a5-84bb-1878a08666b6,2024-12-28,11,0.0787,2,1463.83,731.915,1.0,383.66,2.0,1463.83,762,30.0,383.66,-0.644815,0.0,0
066b0bf5-5f5a-4c95-a709-b1fc1d059f94,2024-12-28,11,0.1607,3,10801.51,3600.503333,1.0,3163.35,3.0,10801.51,560,18.5,3163.35,-0.585849,-0.5,0
0915900f-d22e-42b0-8e9e-810e55498a13,2024-12-28,2,0.1571,4,11595.36,2898.84,3.0,6686.96,4.0,11595.36,764,12.3333,1776.05,0.36235,2.0,0
091ba1e5-58cf-4e6c-badc-17dbe89dea69,2024-12-28,34,0.0834,2,9893.71,4946.855,0.0,0.0,1.0,9343.12,719,84.0,9343.12,-1.0,-1.0,0
0b94772b-0571-4308-92cc-ac6baf2ac02b,2024-12-28,63,0.0502,1,3421.65,3421.65,0.0,0.0,1.0,3421.65,598,0.0,3421.65,0.0,0.0,0
0d0e2d20-27bb-4c93-9f8f-b7710b37194a,2024-12-28,50,0.0416,1,6770.62,6770.62,0.0,0.0,1.0,6770.62,722,0.0,6770.62,-1.0,-1.0,0
10cb2e84-0bd1-4b29-8db3-06ae3488789d,2024-12-28,64,0.301,3,18159.64,6053.213333,0.0,0.0,2.0,16036.01,299,20.0,5035.13,0.0,0.0,0
