business_id,date,cash_inflow,cash_outflow,net_cash_flow,cash_inflow_rolling_7,cash_inflow_rolling_30,cash_outflow_rolling_7,cash_outflow_rolling_30,net_cash_flow_rolling_7,net_cash_flow_rolling_30,net_cash_flow_lag_1,net_cash_flow_lag_7,day_of_week,day_of_month,month,days_since_series_start
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-14,0.0,47301.63,-47301.63,1006.3914285714285,313.9903333333333,66866.99428571427,63803.78833333333,-65860.60285714285,-63489.797999999995,-174367.85,-47326.91,0,14,10,60
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-15,0.0,87578.68,-87578.68,783.7642857142857,313.9903333333333,66640.75571428571,63198.56999999999,-65856.99142857143,-62884.579666666665,-47301.63,-9133.43,1,15,10,61
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-16,0.0,139260.09,-139260.09,715.7585714285715,313.9903333333333,77779.21428571429,64625.189999999995,-77063.45571428572,-64311.19966666667,-87578.68,-29316.49,2,16,10,62
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-17,2415.01,64548.11,-62133.1,665.8757142857145,313.9903333333333,93435.55999999998,68824.61033333333,-92769.68428571429,-68510.62,-139260.09,-108142.91,3,17,10,63
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-18,2097.69,130671.4,-128573.71,1010.877142857143,380.01466666666664,87207.73142857142,67385.41633333333,-86196.8542857143,-67005.40166666667,-62133.1,-81953.83,4,18,10,64
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-19,0.0,55879.0,-55879.0,1310.5471428571432,449.93766666666664,94167.38428571427,68216.10433333334,-92856.83714285714,-67766.16666666667,-128573.71,-10782.8,5,19,10,65
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-20,2193.37,49685.32,-47491.95,1310.5471428571432,449.93766666666664,100609.69857142855,68816.72,-99299.15142857144,-68366.78233333334,-55879.0,-174367.85,6,20,10,66
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-21,0.0,32401.77,-32401.77,958.01,523.05,82132.03285714285,67075.584,-81174.02285714285,-66552.534,-47491.95,-47301.63,0,21,10,67
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-22,3040.85,65498.14,-62457.29,958.01,523.05,80003.48142857142,65608.84266666666,-79045.47142857143,-65085.79266666667,-32401.77,-87578.68,1,22,10,68
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-23,0.0,109605.84,-109605.84,1392.4171428571428,624.4116666666666,76849.11857142858,64226.71033333333,-75456.70142857141,-63602.29866666666,-62457.29,-139260.09,2,23,10,69
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-24,0.0,48851.86,-48851.86,1392.4171428571428,624.4116666666666,72612.79714285713,66533.26,-71220.37999999999,-65908.84833333334,-109605.84,-62133.1,3,24,10,70
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-25,0.0,8953.71,-8953.71,1047.4157142857143,624.4116666666666,70370.47571428571,68161.65533333334,-69323.06000000001,-67537.24366666666,-48851.86,-128573.71,4,25,10,71
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-26,8885.98,111961.95,-103075.97,747.7457142857141,624.4116666666666,52982.23428571428,68416.29400000001,-52234.48857142857,-67791.88233333333,-8953.71,-55879.0,5,26,10,72
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-27,0.0,85534.6,-85534.6,2017.1714285714284,920.611,60994.08428571428,68383.39166666666,-58976.91285714286,-67462.78066666666,-103075.97,-47491.95,6,27,10,73
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-28,4432.29,76893.89,-72461.6,1703.8328571428572,920.611,66115.41,68073.356,-64411.57714285714,-67152.74500000001,-85534.6,-32401.77,0,28,10,74
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-29,1625.03,5179.33,-3554.3,2337.0171428571425,1068.354,72471.42714285714,69821.477,-70134.41,-68753.123,-72461.6,-62457.29,1,29,10,75
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-30,0.0,204731.3,-204731.3,2134.7571428571428,1122.5216666666668,63854.45428571429,69994.12133333334,-61719.69714285714,-68871.59966666666,-3554.3,-109605.84,2,30,10,76
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-31,4353.8,66389.96,-62036.16,2134.7571428571428,1122.5216666666668,77443.8057142857,72995.365,-75309.04857142856,-71872.84333333334,-204731.3,-48851.86,3,31,10,77
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-01,5712.39,10391.5,-4679.11,2756.7285714285713,1267.6483333333333,79949.24857142857,73810.71533333333,-77192.52,-72543.067,-62036.16,-8953.71,4,1,11,78
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-02,2123.63,104518.2,-102394.57,3572.7842857142855,1393.3716666666664,80154.64714285715,70506.99566666667,-76581.86285714284,-69113.624,-4679.11,-103075.97,5,2,11,79
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-03,0.0,49032.3,-49032.3,2606.7342857142858,1464.1593333333333,79091.25428571428,73817.859,-76484.52,-72353.69966666665,-102394.57,-85534.6,6,3,11,80
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-04,0.0,95192.65,-95192.65,2606.7342857142858,1464.1593333333333,73876.64,70997.235,-71269.9057142857,-69533.07566666667,-49032.3,-72461.6,0,4,11,81
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-05,5437.82,133335.37,-127897.55,1973.5499999999997,1464.1593333333333,76490.74857142857,73201.79,-74517.19857142857,-71737.63066666666,-95192.65,-3554.3,1,5,11,82
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-06,2170.36,98367.16,-96196.8,2518.2342857142858,1645.4199999999998,94798.75428571428,75048.852,-92280.52,-73403.432,-127897.55,-204731.3,2,6,11,83
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-07,4925.4,57510.71,-52585.31,2828.285714285714,1665.819,79603.87714285715,76698.24733333333,-76775.59142857142,-75032.42833333332,-96196.8,-62036.16,3,7,11,84
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-08,3626.41,65420.99,-61794.58,2909.942857142857,1814.1309999999999,78335.41285714286,78294.95533333333,-75425.47,-76480.82433333334,-52585.31,-4679.11,4,8,11,85
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-09,942.78,117929.87,-116987.09,2611.945714285714,1923.3719999999998,86196.76857142858,79486.79933333333,-83584.82285714286,-77563.42733333333,-61794.58,-102394.57,5,9,11,86
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-10,0.0,25241.24,-25241.24,2443.2528571428566,1954.7979999999998,88112.72142857143,79813.03133333333,-85669.46857142857,-77858.23333333334,-116987.09,-49032.3,6,10,11,87
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-11,0.0,31449.74,-31449.74,2443.2528571428566,1954.7979999999998,84713.99857142857,77922.61166666666,-82270.74571428572,-75967.81366666667,-25241.24,-95192.65,0,11,11,88
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-12,0.0,110417.24,-110417.24,2443.2528571428566,1954.7979999999998,75607.86857142857,78611.50966666666,-73164.61571428571,-76656.71166666666,-31449.74,-127897.55,1,12,11,89
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-13,9927.95,51556.52,-41628.57,1666.4214285714284,1799.427,72333.85,76324.45166666666,-70667.42857142857,-74525.02466666668,-110417.24,-96196.8,2,13,11,90
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-14,8220.98,56287.8,-48066.82,2774.6485714285714,2130.3586666666665,65646.61571428573,76466.28133333333,-62871.96714285714,-74335.92266666665,-41628.57,-52585.31,3,14,11,91
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-15,4102.5,95052.71,-90950.21,3245.4457142857145,2404.391333333333,65471.91428571429,75423.25200000001,-62226.468571428566,-73018.86066666667,-48066.82,-61794.58,4,15,11,92
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-16,10869.13,113310.24,-102441.11,3313.4585714285713,2541.141333333333,69705.01714285715,73949.67266666665,-66391.55857142857,-71408.53133333333,-90950.21,-116987.09,5,16,11,93
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-17,2477.25,138021.64,-135544.39,4731.5085714285715,2822.9453333333336,69045.07,75575.077,-64313.561428571425,-72752.13166666667,-102441.11,-25241.24,6,17,11,94
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-18,874.26,160010.5,-159136.24,5085.401428571428,2835.597333333333,85156.55571428573,75820.085,-80071.15428571429,-72984.48766666667,-135544.39,-31449.74,0,18,11,95
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-19,7694.83,90739.9,-83045.07,5210.295714285714,2864.739333333333,103522.37857142859,79291.13500000001,-98312.08285714287,-76426.39566666666,-159136.24,-110417.24,1,19,11,96
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-20,0.0,78762.67,-78762.67,6309.557142857143,3048.1213333333335,100711.33,80659.621,-94401.77285714286,-77611.49966666666,-83045.07,-41628.57,2,20,11,97
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-21,0.0,40188.44,-40188.44,4891.278571428571,3048.1213333333335,104597.92285714287,82204.98433333334,-99706.64428571428,-79156.86299999998,-78762.67,-48066.82,3,21,11,98
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-22,0.0,43207.58,-43207.58,3716.8528571428574,2946.7596666666664,102298.01428571428,81361.32766666666,-98581.16142857143,-78414.568,-40188.44,-90950.21,4,22,11,99
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-23,5520.24,44488.25,-38968.01,3130.781428571429,2946.7596666666664,94891.56714285715,79148.05233333334,-91760.78571428571,-76201.29266666666,-43207.58,-102441.11,5,23,11,100
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-24,9555.75,47766.9,-38211.15,2366.654285714286,3130.7676666666666,85059.8542857143,79002.59866666667,-82693.19999999998,-75871.831,-38968.01,-135544.39,6,24,11,101
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-25,1480.1,92022.98,-90542.88,3377.8685714285716,3449.2926666666667,72166.31999999999,80296.37166666666,-68788.45142857144,-76847.079,-38211.15,-159136.24,0,25,11,102
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-26,3067.75,30898.4,-27830.65,3464.417142857143,3202.4300000000003,62453.81714285714,79631.73933333335,-58989.40000000001,-76429.30933333332,-90542.88,-83045.07,1,26,11,103
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-27,8825.59,216953.74,-208128.15,2803.405714285714,3304.6883333333335,53905.03142857143,77810.53266666667,-51101.625714285714,-74505.84433333333,-27830.65,-78762.67,2,27,11,104
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-28,0.0,48917.69,-48917.69,4064.2042857142856,3451.1316666666667,73646.61285714286,82479.19433333333,-69582.40857142858,-79028.06266666668,-208128.15,-40188.44,3,28,11,105
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-29,821.91,100645.51,-99823.6,4064.2042857142856,3396.964,74893.64857142857,83937.13966666667,-70829.44428571429,-80540.17566666666,-48917.69,-43207.58,4,29,11,106
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-30,7479.01,142019.49,-134540.48,4181.62,3424.361,83099.06714285714,80467.61333333333,-78917.44714285714,-77043.25233333334,-99823.6,-38968.01,5,30,11,107
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-01,0.0,34755.36,-34755.36,4461.444285714286,3528.5346666666665,97032.10142857142,82988.59766666667,-92570.65714285713,-79460.06300000001,-134540.48,-38211.15,6,1,12,108
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-02,1026.63,98100.07,-97073.44,3096.337142857143,3338.1216666666664,95173.30999999998,83800.72633333334,-92076.97285714284,-80462.60466666667,-34755.36,-90542.88,0,2,12,109
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-03,23094.65,64664.13,-41569.48,3031.555714285714,3301.5550000000003,96041.46571428572,83586.78866666667,-93009.91,-80285.23366666668,-97073.44,-27830.65,1,3,12,110
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-04,0.0,48671.59,-48671.59,5892.541428571429,4071.3766666666666,100865.14142857143,84107.84966666668,-94972.59999999999,-80036.473,-41569.48,-208128.15,2,4,12,111
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-05,4269.45,60384.16,-56114.71,4631.742857142857,4071.3766666666666,76824.83428571429,82557.14766666667,-72193.09142857144,-78485.771,-48671.59,-48917.69,3,5,12,112
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-06,6664.18,144589.52,-137925.34,5241.664285714286,4032.4309999999996,78462.90142857144,80125.44066666668,-73221.23714285715,-76093.00966666666,-56114.71,-99823.6,4,6,12,113
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-07,0.0,9858.89,-9858.89,6076.274285714286,4182.225,84740.61714285714,81666.186,-78664.34285714287,-77483.961,-137925.34,-134540.48,5,7,12,114
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-08,0.0,45124.59,-45124.59,5007.844285714286,4018.045,65860.53142857143,80077.792,-60852.687142857154,-76059.74699999999,-9858.89,-34755.36,6,8,12,115
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-09,0.0,206256.83,-206256.83,5007.844285714286,3897.1646666666666,67341.85,79401.24533333333,-62334.00571428571,-75504.08066666666,-45124.59,-97073.44,0,9,12,116
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-10,6156.92,104356.78,-98199.86,4861.182857142857,3865.7386666666666,82792.81571428571,82345.47733333334,-77931.63285714285,-78479.73866666667,-206256.83,-41569.48,1,10,12,117
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-11,6689.92,64394.24,-57704.32,2441.5071428571428,4070.9693333333335,88463.19428571429,84982.662,-86021.68714285715,-80911.69266666667,-98199.86,-48671.59,2,11,12,118
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-12,4461.28,19714.39,-15253.11,3397.21,4293.966666666666,90709.28714285714,86080.812,-87312.07714285715,-81786.84533333333,-57704.32,-56114.71,3,12,12,119
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-13,4406.23,17495.17,-13088.94,3424.6142857142854,4442.676,84899.31999999999,83057.38366666666,-81474.70571428571,-78614.70766666668,-15253.11,-137925.34,4,13,12,120
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-14,283.47,51849.28,-51565.81,3102.0499999999997,4258.618666666666,66742.98428571428,81922.00533333332,-63640.934285714284,-77663.38666666667,-13088.94,-9858.89,5,14,12,121
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-15,5037.48,175163.98,-170126.5,3142.5457142857144,3994.0349999999994,72741.61142857143,81774.05466666668,-69599.06571428571,-77780.01966666667,-51565.81,-45124.59,6,15,12,122
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-16,8123.04,125446.68,-117323.64,3862.1857142857143,4025.201,91318.66714285713,84444.43033333334,-87456.48142857142,-80419.22933333335,-170126.5,-206256.83,0,16,12,123
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-17,15391.3,36525.59,-21134.29,5022.62,3933.6646666666666,79774.36,84848.97833333333,-74751.74,-80915.31366666665,-117323.64,-98199.86,1,17,12,124
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-18,0.0,140693.62,-140693.62,6341.817142857143,4364.133,70084.18999999999,81465.77666666666,-63742.372857142866,-77101.64366666667,-21134.29,-57704.32,2,18,12,125
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-19,2831.52,127508.6,-124677.08,5386.114285714286,4334.991,80984.10142857142,80821.88066666666,-75597.98714285715,-76486.88966666667,-140693.62,-15253.11,3,19,12,126
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-20,0.0,50961.9,-50961.9,5153.291428571429,4172.880666666667,96383.27428571427,82047.50399999999,-91229.98285714285,-77874.62333333334,-124677.08,-13088.94,4,20,12,127
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-21,3800.66,163415.79,-159615.13,4523.83,4172.880666666667,101164.23571428572,81120.81166666668,-96640.4057142857,-76947.93100000001,-50961.9,-51565.81,5,21,12,128
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-22,18390.65,189513.16,-171122.51,5026.285714285715,4299.569333333334,117102.30857142857,85228.39,-112076.02285714286,-80928.82066666667,-159615.13,-170126.5,6,22,12,129
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-23,10070.26,46454.75,-36384.49,6933.881428571428,4912.591,119152.19142857144,90105.24266666666,-112218.31000000001,-85192.65166666667,-171122.51,-117323.64,0,23,12,130
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-24,10386.55,236493.3,-226106.75,7212.055714285714,5064.258333333333,107867.62999999999,90170.79266666666,-100655.57428571429,-85106.53433333333,-36384.49,-21134.29,1,24,12,131
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-25,0.0,2728.15,-2728.15,6497.091428571429,5091.951666666666,136434.4457142857,96461.67266666667,-129937.35428571429,-91369.72099999999,-226106.75,-140693.62,2,25,12,132
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-26,2243.29,103994.62,-101751.33,6497.091428571429,5042.615000000001,116725.09285714287,93485.17833333333,-110228.00142857143,-88442.56333333332,-2728.15,-124677.08,3,26,12,133
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-27,0.0,21919.25,-21919.25,6413.058571428571,5015.133000000001,113365.95285714287,95921.71900000001,-106952.89428571428,-90906.586,-101751.33,-50961.9,4,27,12,134
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-28,3069.29,70016.68,-66947.39,6413.058571428571,4720.946666666668,109217.00285714286,89420.56933333333,-102803.94428571429,-84699.62266666666,-21919.25,-159615.13,5,28,12,135
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-29,2667.8,12485.72,-9817.92,6308.577142857143,4823.256333333334,95874.27285714285,90123.86899999999,-89565.69571428571,-85300.61266666667,-66947.39,-171122.51,6,29,12,136
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-30,11962.0,91417.74,-79455.74,4062.4557142857143,4884.786000000001,70584.63857142857,87185.20933333335,-66522.18285714285,-82300.42333333334,-9817.92,-36384.49,0,30,12,137
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-31,18740.74,117524.38,-98783.64,4332.704285714286,5034.219,77007.92285714285,85498.48433333333,-72675.21857142857,-80464.26533333333,-79455.74,-226106.75,1,31,12,138
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-01,20456.14,26079.27,-5623.13,5526.159999999999,5658.910333333333,60012.362857142856,88257.45166666668,-54486.20285714285,-82598.54133333333,-98783.64,-2728.15,2,1,1,139
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-02,9898.65,72007.47,-62108.82,8448.465714285714,6306.560666666667,63348.23714285714,85856.75833333332,-54899.771428571425,-79550.19766666667,-5623.13,-101751.33,3,2,1,140
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-03,11128.39,5426.76,5701.63,9542.08857142857,5866.694,58778.64428571429,86101.53633333332,-49236.555714285714,-80234.84233333333,-62108.82,-21919.25,4,3,1,141
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-04,20362.47,48983.4,-28620.93,11131.858571428571,6237.640333333333,56422.57428571429,84660.042,-45290.71571428572,-78422.40166666667,5701.63,-66947.39,5,4,1,142
