business_id,date,daily_sales_amount,daily_order_count,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,rolling_7_day_sales,rolling_14_day_sales,rolling_30_day_sales,rolling_7_day_orders,rolling_30_day_orders,day_of_week,day_of_month,month,days_since_series_start
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-12,0.0,0,16314.5,0.0,3675.72,5423.22,8398.16,7265.769285714285,4757.713000000001,2.0,1.5,5,12,10,43
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-13,169.42,1,0.0,10723.53,1428.9,1285.89,8398.16,7003.217857142857,4576.938999999999,2.0,1.4333333333333333,6,13,10,44
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-14,4062.37,1,169.42,10176.57,613.35,7122.84,6890.429999999999,6913.255,4539.723333333332,1.5714285714285714,1.4333333333333333,0,14,10,45
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-15,6322.33,4,4062.37,9577.46,0.0,2123.63,6016.972857142857,7159.613571428571,4437.707666666667,1.4285714285714286,1.3666666666666667,1,15,10,46
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-16,8769.77,2,6322.33,5514.08,7722.38,2947.14,5551.954285714286,7611.208571428571,4577.664333333333,1.5714285714285714,1.4666666666666666,2,16,10,47
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-17,3365.15,1,8769.77,6480.98,22991.89,1915.14,6017.052857142858,7686.022142857143,4771.7519999999995,1.5714285714285714,1.4666666666666666,3,17,10,48
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-18,2835.15,1,3365.15,16314.5,6501.41,401.92,5571.934285714286,6284.112142857142,4820.085666666667,1.5714285714285714,1.4,4,18,10,49
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-19,19892.76,3,2835.15,0.0,0.0,0.0,3646.312857142857,6022.236428571428,4901.193333333333,1.4285714285714286,1.4,5,19,10,50
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-20,21511.5,5,19892.76,169.42,10723.53,0.0,6488.135714285714,7443.147857142858,5564.285333333333,1.8571428571428572,1.5,6,20,10,51
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-21,10798.38,2,21511.5,4062.37,10176.57,0.0,9537.004285714285,8213.717142857144,6281.335333333333,2.4285714285714284,1.6666666666666667,0,21,10,52
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-22,18312.2,3,10798.38,6322.33,9577.46,5143.57,10499.291428571427,8258.132142857143,6641.281333333332,2.5714285714285716,1.7333333333333334,1,22,10,53
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-23,10382.2,2,18312.2,8769.77,5514.08,3182.61,12212.130000000001,8882.042142857143,7080.2356666666665,2.4285714285714284,1.8,2,23,10,54
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-24,0.0,0,10382.2,3365.15,6480.98,0.0,12442.477142857144,9229.765000000001,7320.222,2.4285714285714284,1.8,3,24,10,55
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-25,17064.79,5,0.0,2835.15,16314.5,3698.86,11961.74142857143,8766.837857142858,7320.222,2.2857142857142856,1.8,4,25,10,56
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-26,15981.21,6,17064.79,19892.76,0.0,4428.5,13994.547142857144,8820.43,7765.753,2.857142857142857,1.9333333333333333,5,26,10,57
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-27,0.0,0,15981.21,21511.5,169.42,3337.3,13435.754285714287,9961.944999999998,8150.843333333334,3.2857142857142856,2.066666666666667,6,27,10,58
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-28,10498.93,3,0.0,10798.38,4062.37,3675.72,10362.682857142858,9949.843571428572,8039.6,2.5714285714285716,2.033333333333333,0,28,10,59
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-29,0.0,0,10498.93,18312.2,6322.33,1428.9,10319.904285714287,10409.597857142859,8267.040333333332,2.7142857142857144,2.066666666666667,1,29,10,60
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-30,4559.12,4,0.0,10382.2,8769.77,613.35,7703.875714285715,9958.002857142857,8219.410333333333,2.2857142857142856,2.033333333333333,2,30,10,61
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-10-31,5987.93,3,4559.12,0.0,3365.15,0.0,6872.007142857144,9657.242142857143,8350.936,2.5714285714285716,2.1333333333333333,3,31,10,62
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-01,9665.85,3,5987.93,17064.79,2835.15,7722.38,7727.425714285715,9844.583571428573,8550.533666666666,3.0,2.2333333333333334,4,1,11,63
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-02,24331.44,3,9665.85,15981.21,19892.76,22991.89,6670.4342857142865,10332.490714285714,8615.315999999999,2.7142857142857144,2.3,5,2,11,64
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-03,25661.4,5,24331.44,0.0,21511.5,6501.41,7863.324285714286,10649.539285714287,8659.967666666667,2.2857142857142856,2.2666666666666666,6,3,11,65
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-04,9352.87,2,25661.4,10498.93,10798.38,0.0,11529.238571428572,10945.960714285715,9298.634,3.0,2.3666666666666667,0,4,11,66
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-05,1110.7,1,9352.87,0.0,18312.2,10723.53,11365.515714285715,10842.710000000001,9610.396333333334,2.857142857142857,2.433333333333333,1,5,11,67
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-06,0.0,0,1110.7,4559.12,10382.2,10176.57,11524.187142857145,9614.031428571428,9289.96866666667,3.0,2.3333333333333335,2,6,11,68
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-07,6181.49,3,0.0,5987.93,0.0,9577.46,10872.884285714286,8872.445714285715,8950.749666666668,2.4285714285714284,2.2666666666666666,3,7,11,69
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-08,20725.26,7,6181.49,9665.85,17064.79,5514.08,10900.535714285714,9313.980714285713,8837.550666666668,2.4285714285714284,2.2666666666666666,4,8,11,70
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-09,10097.98,3,20725.26,24331.44,15981.21,6480.98,12480.451428571429,9575.442857142858,9344.59,3.0,2.433333333333333,5,9,11,71
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-10,21797.42,6,10097.98,25661.4,0.0,16314.5,10447.1,9155.212142857143,9465.156666666666,3.0,2.5,6,10,11,72
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-11,13991.17,3,21797.42,9352.87,10498.93,0.0,9895.102857142858,10712.170714285714,9647.920666666667,3.142857142857143,2.6333333333333333,0,11,11,73
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-12,15457.96,3,13991.17,1110.7,0.0,169.42,10557.717142857144,10961.61642857143,10114.293,3.2857142857142856,2.7333333333333334,1,12,11,74
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-13,2541.16,3,15457.96,0.0,4559.12,4062.37,12607.325714285715,12065.756428571429,10623.910999999998,3.5714285714285716,2.8,2,13,11,75
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-14,5853.68,1,2541.16,6181.49,5987.93,6322.33,12970.348571428573,11921.61642857143,10573.204,4.0,2.8666666666666667,3,14,11,76
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-15,16850.73,3,5853.68,20725.26,9665.85,8769.77,12923.51857142857,11912.027142857141,10557.582333333332,3.7142857142857144,2.7666666666666666,4,15,11,77
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-16,5089.45,2,16850.73,10097.98,24331.44,3365.15,12370.014285714287,12425.232857142857,10826.947666666667,3.142857142857143,2.8,5,16,11,78
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-17,9043.89,4,5089.45,21797.42,25661.4,2835.15,11654.509999999998,11050.805000000002,10884.424333333332,3.0,2.8333333333333335,6,17,11,79
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-18,8573.16,2,9043.89,13991.17,9352.87,19892.76,9832.577142857142,9863.84,11091.382333333335,2.7142857142857144,2.933333333333333,0,18,11,80
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-19,22633.95,3,8573.16,15457.96,1110.7,21511.5,9058.575714285715,9808.146428571428,10714.062333333333,2.5714285714285716,2.9,1,19,11,81
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-20,1254.03,3,22633.95,2541.16,0.0,10798.38,10083.717142857144,11345.521428571428,10751.477333333334,2.5714285714285716,2.8333333333333335,2,20,11,82
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-21,22894.07,6,1254.03,5853.68,6181.49,18312.2,9899.841428571428,11435.095,10433.332333333334,2.5714285714285716,2.8666666666666667,3,21,11,83
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-22,3051.54,2,22894.07,16850.73,20725.26,10382.2,12334.182857142858,12628.850714285714,10586.061333333335,3.2857142857142856,2.966666666666667,4,22,11,84
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-23,5035.13,1,3051.54,5089.45,10097.98,0.0,10362.869999999999,11366.442142857142,10341.706,3.142857142857143,2.966666666666667,5,23,11,85
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-24,25727.15,4,5035.13,9043.89,21797.42,17064.79,10355.11,11004.81,10509.543666666666,3.0,3.0,6,24,11,86
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-25,15685.35,4,25727.15,8573.16,13991.17,15981.21,12738.432857142858,11285.505000000001,10798.289,3.0,2.966666666666667,0,25,11,87
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-26,1535.4,1,15685.35,22633.95,15457.96,0.0,13754.460000000001,11406.517857142859,10788.427,3.2857142857142856,2.9,1,26,11,88
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-27,9891.85,3,1535.4,1254.03,2541.16,10498.93,10740.38142857143,10412.049285714285,10839.607,3.0,2.933333333333333,2,27,11,89
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-28,20309.1,6,9891.85,22894.07,5853.68,0.0,11974.355714285715,10937.098571428573,10819.371000000001,3.0,2.933333333333333,3,28,11,90
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-29,4507.62,4,20309.1,3051.54,16850.73,4559.12,11605.074285714285,11969.628571428571,11496.340999999999,3.0,3.1333333333333333,4,29,11,91
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-11-30,19026.16,4,4507.62,5035.13,5089.45,5987.93,11813.085714285715,11087.977857142858,11494.624333333333,3.2857142857142856,3.1333333333333333,5,30,11,92
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-01,719.41,2,19026.16,25727.15,9043.89,9665.85,13811.804285714286,12083.457142857142,11929.232,3.7142857142857144,3.1666666666666665,6,1,12,93
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-02,20369.4,5,719.41,15685.35,8573.16,24331.44,10239.27,11488.851428571428,11631.017333333331,3.4285714285714284,3.1333333333333333,0,2,12,94
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-03,17885.16,7,20369.4,1535.4,22633.95,25661.4,10908.42,12331.44,11498.949333333332,3.5714285714285716,3.2,1,3,12,95
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-04,29260.32,4,17885.16,9891.85,1254.03,9352.87,13244.099999999997,11992.240714285714,11239.741333333333,4.428571428571429,3.2666666666666666,2,4,12,96
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-05,15272.23,3,29260.32,20309.1,22894.07,1110.7,16011.024285714286,13992.69,11903.323,4.571428571428571,3.3333333333333335,3,5,12,97
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-06,10517.04,4,15272.23,4507.62,3051.54,0.0,15291.471428571429,13448.272857142858,12375.374,4.142857142857143,3.4,4,6,12,98
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-07,27992.5,5,10517.04,19026.16,5035.13,6181.49,16149.960000000001,13981.522857142856,12725.942000000001,4.142857142857143,3.533333333333333,5,7,12,99
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-08,31019.15,9,27992.5,719.41,25727.15,20725.26,17430.865714285716,15621.335000000001,13452.975666666667,4.285714285714286,3.6,6,8,12,100
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-09,19723.38,3,31019.15,20369.4,15685.35,10097.98,21759.4,15999.335000000001,13796.105333333333,5.285714285714286,3.6666666666666665,0,9,12,101
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-10,19721.53,5,19723.38,17885.16,1535.4,21797.42,21667.111428571432,16287.765714285712,14116.952,5.0,3.6666666666666665,1,10,12,102
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-11,24344.41,3,19721.53,29260.32,9891.85,13991.17,21929.450000000004,17586.774999999998,14047.755666666666,4.714285714285714,3.6333333333333333,2,11,12,103
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-12,4161.04,3,24344.41,15272.23,20309.1,15457.96,21227.17714285714,18619.100714285712,14392.863666666666,4.571428571428571,3.6333333333333333,3,12,12,104
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-13,10070.78,3,4161.04,10517.04,4507.62,2541.16,19639.864285714284,17465.667857142857,14016.299666666668,4.571428571428571,3.6333333333333333,4,13,12,105
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-14,10802.27,2,10070.78,27992.5,19026.16,5853.68,19576.11285714286,17863.036428571428,14267.287,4.428571428571429,3.6333333333333333,5,14,12,106
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-15,10397.64,4,10802.27,31019.15,719.41,16850.73,17120.365714285716,17275.615714285716,14432.24,4.0,3.6666666666666665,6,15,12,107
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-16,32785.23,6,10397.64,19723.38,20369.4,5089.45,14174.435714285715,17966.917857142857,14217.137,3.2857142857142856,3.7,0,16,12,108
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-17,38067.53,10,32785.23,19721.53,17885.16,9043.89,16040.414285714285,18853.762857142858,15140.329666666667,3.7142857142857144,3.8333333333333335,1,17,12,109
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-18,1957.01,2,38067.53,24344.41,29260.32,8573.16,18661.27142857143,20295.360714285714,16107.784333333335,4.428571428571429,4.033333333333333,2,18,12,110
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-19,19307.26,6,1957.01,4161.04,15272.23,22633.95,15463.07142857143,18345.124285714286,15887.246000000001,4.285714285714286,4.033333333333333,3,19,12,111
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-20,34901.64,10,19307.26,10070.78,10517.04,1254.03,17626.817142857144,18633.340714285714,15776.356333333333,4.714285714285714,4.133333333333334,4,20,12,112
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-21,15624.43,5,34901.64,10802.27,27992.5,22894.07,21174.08285714286,20375.097857142857,16897.943333333333,5.714285714285714,4.366666666666666,5,21,12,113
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-22,31947.0,10,15624.43,10397.64,31019.15,3051.54,21862.962857142855,19491.664285714283,16655.622,6.142857142857143,4.333333333333333,6,22,12,114
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-23,7262.12,5,31947.0,32785.23,19723.38,5035.13,24941.442857142858,19557.939285714285,17618.804,7.0,4.6,0,23,12,115
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-24,8151.15,3,7262.12,38067.53,19721.53,25727.15,21295.284285714286,18667.849285714285,17693.037,6.857142857142857,4.733333333333333,1,24,12,116
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-25,10322.52,2,8151.15,1957.01,24344.41,15685.35,17021.515714285713,17841.39357142857,17107.17033333333,5.857142857142857,4.7,2,25,12,117
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-26,25516.99,11,10322.52,19307.26,4161.04,1535.4,18216.588571428572,16839.829999999998,16928.409333333333,5.857142857142857,4.633333333333334,3,26,12,118
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-27,36468.78,10,25516.99,34901.64,10070.78,9891.85,19103.692857142858,18365.255,17727.795666666665,6.571428571428571,4.966666666666667,4,27,12,119
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-28,12497.53,6,36468.78,15624.43,10802.27,20309.1,19327.57,20250.82642857143,18613.693333333336,6.571428571428571,5.2,5,28,12,120
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-29,17018.88,3,12497.53,31947.0,10397.64,4507.62,18880.870000000003,20371.91642857143,18353.307666666668,6.714285714285714,5.2,6,29,12,121
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-30,39770.02,9,17018.88,7262.12,32785.23,19026.16,16748.28142857143,20844.862142857146,18770.349666666665,5.714285714285714,5.166666666666667,0,30,12,122
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2024-12-31,17705.17,6,39770.02,8151.15,38067.53,719.41,21392.26714285714,21343.77571428571,19461.811666666665,6.285714285714286,5.333333333333333,1,31,12,123
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-01,6305.58,3,17705.17,10322.52,1957.01,20369.4,22757.127142857145,19889.321428571428,20028.003666666667,6.714285714285714,5.466666666666667,2,1,1,124
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-02,21247.19,9,6305.58,25516.99,19307.26,17885.16,22183.278571428567,20199.933571428573,19559.20966666667,6.857142857142857,5.4,3,2,1,125
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-03,6786.26,5,21247.19,36468.78,34901.64,29260.32,21573.307142857142,20338.5,19671.277333333335,6.571428571428571,5.466666666666667,4,3,1,126
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-04,2246.31,3,6786.26,12497.53,15624.43,15272.23,17332.94714285714,18330.258571428574,18922.141999999996,5.857142857142857,5.5,5,4,1,127
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-05,9532.14,7,2246.31,17018.88,31947.0,10517.04,15868.487142857144,17374.678571428572,18487.944666666666,5.428571428571429,5.5,6,5,1,128
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-06,8405.81,5,9532.14,39770.02,7262.12,27992.5,14798.952857142855,15773.617142857142,18455.11466666667,6.0,5.6,0,6,1,129
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-07,149.88,1,8405.81,17705.17,8151.15,31019.15,10318.351428571428,15855.309285714286,17802.225,5.428571428571429,5.6,1,7,1,130
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-08,1851.05,1,149.88,6305.58,10322.52,19723.38,7810.452857142857,15283.789999999999,16773.249333333333,4.714285714285714,5.333333333333333,2,8,1,131
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-09,12549.51,6,1851.05,21247.19,25516.99,19721.53,7174.091428571427,14678.685,16177.505000000001,4.428571428571429,5.266666666666667,3,9,1,132
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-10,11528.03,4,12549.51,6786.26,36468.78,24344.41,5931.565714285714,13752.436428571427,15938.437666666667,4.0,5.3,4,10,1,133
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-11,16897.44,6,11528.03,2246.31,12497.53,4161.04,6608.961428571428,11970.954285714284,15511.225,3.857142857142857,5.333333333333333,5,11,1,134
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-12,22014.19,5,16897.44,9532.14,17018.88,10070.78,8701.98,12285.233571428571,15935.771666666666,4.285714285714286,5.433333333333334,6,12,1,135
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-13,3512.5,5,22014.19,8405.81,39770.02,10802.27,10485.130000000001,12642.041428571427,16333.885333333334,4.0,5.5,0,13,1,136
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-14,3924.1,2,3512.5,149.88,17705.17,10397.64,9786.085714285715,10052.218571428572,16090.893,4.0,5.6,1,14,1,137
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-15,8874.34,3,3924.1,1851.05,6305.58,32785.23,10325.259999999998,9067.856428571427,15875.108333333332,4.142857142857143,5.533333333333333,2,15,1,138
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-16,7849.52,4,8874.34,12549.51,21247.19,38067.53,11328.587142857143,9251.339285714286,15078.078666666666,4.428571428571429,5.433333333333334,3,16,1,139
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-17,20774.93,10,7849.52,11528.03,6786.26,1957.01,10657.16,8294.362857142858,14070.811666666666,4.142857142857143,5.233333333333333,4,17,1,140
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-18,17707.52,6,20774.93,16897.44,2246.31,19307.26,11978.145714285714,9293.55357142857,14698.075666666668,5.0,5.5,5,18,1,141
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-19,8504.49,3,17707.52,22014.19,9532.14,34901.64,12093.871428571429,10397.925714285713,14644.751,5.0,5.5,6,19,1,142
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-20,16301.44,7,8504.49,3512.5,8405.81,15624.43,10163.914285714285,10324.522142857142,13764.846,4.714285714285714,5.266666666666667,0,20,1,143
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-21,8323.02,5,16301.44,3924.1,149.88,31947.0,11990.905714285715,10888.495714285715,13787.413,5.0,5.333333333333333,1,21,1,144
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-22,4127.39,3,8323.02,8874.34,1851.05,7262.12,12619.322857142859,11472.29142857143,12999.946999999998,5.428571428571429,5.166666666666667,2,22,1,145
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-23,9365.32,3,4127.39,7849.52,12549.51,8151.15,11941.187142857143,11634.887142857142,12895.456,5.428571428571429,5.1,3,23,1,146
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-24,5797.5,4,9365.32,20774.93,11528.03,10322.52,12157.730000000001,11407.445000000002,12935.928333333333,5.285714285714286,5.1,4,24,1,147
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-25,8040.9,4,5797.5,17707.52,16897.44,25516.99,10018.097142857141,10998.121428571429,12785.094333333334,4.428571428571429,5.166666666666667,5,25,1,148
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-26,4691.67,3,8040.9,8504.49,22014.19,36468.78,8637.151428571427,10365.511428571428,12202.557999999999,4.142857142857143,4.933333333333334,6,26,1,149
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-27,20488.7,9,4691.67,16301.44,3512.5,12497.53,8092.462857142857,9128.188571428573,11143.321,4.142857142857143,4.7,0,27,1,150
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-28,14431.27,7,20488.7,8323.02,3924.1,17018.88,8690.642857142857,10340.774285714286,11409.693333333333,4.428571428571429,4.8,1,28,1,151
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-29,9264.79,7,14431.27,4127.39,8874.34,39770.02,9563.25,11091.28642857143,11323.439666666667,4.714285714285714,4.933333333333334,2,29,1,152
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-30,11139.97,6,9264.79,9365.32,7849.52,17705.17,10297.164285714285,11119.175714285715,10306.598666666667,5.285714285714286,4.866666666666666,3,30,1,153
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-31,25362.82,10,11139.97,5797.5,20774.93,6305.58,10550.685714285715,11354.207857142857,10087.758666666667,5.714285714285714,4.866666666666666,4,31,1,154
